hash_id,latitude,longitude,timestamp,uncertainty
1,59.12381794144145,14.608603395249052,1610723283,9.568983397386681
1,59.123818031220054,14.608603465726274,1610723284,9.568983397386681
1,59.12381803122036,14.608603465727162,1610723285,9.568983397386681
1,59.123813879520625,14.60860213819554,1610723286,12.046636364006579
1,59.12381366829599,14.608602084061102,1610723287,12.046636364006579
1,59.12383777568887,14.608632059329924,1610723288,12.046636364006579
1,59.12383775698925,14.608632075378049,1610723289,12.046636364006579
1,59.12387691263978,14.608688645671654,1610723291,13.51654831268048
1,59.12387691263649,14.608688645670497,1610723292,13.51654831268048
1,59.123890572265424,14.608692985563986,1610723293,15.165816645291567
1,59.12389346945335,14.60869242247093,1610723294,21.422285406339054
1,59.123893469454096,14.608692422470886,1610723295,21.422285406339054
2,59.123847902313834,14.608419347936668,1610723341,13.51654831268048
2,59.123847902313834,14.608419347936668,1610723343,13.51654831268048
2,59.1238509324755,14.608565846167588,1610723344,10.145434884851094
2,59.1238478398759,14.60855774307773,1610723346,8.75544870889933
2,59.1238470356842,14.608542737542898,1610723347,7.766214139169241
2,59.12390382237423,14.608513218730883,1610723144,3.025978242807802
2,59.123867330448725,14.608541637168459,1610723146,3.025978242807802
2,59.12387500652117,14.608538327519506,1610723206,2.0257458685853784
2,59.12388151496445,14.608564987266805,1610723142,3.395203430746582
2,59.123868300216074,14.608540309504681,1610723238,2.142228540633905
2,59.12384178513013,14.608547821384848,1610723319,5.381034804410875
1,59.12390093919607,14.60865182572837,1610723228,13.51654831268048
1,59.12387741260795,14.608541086889504,1610723470,9.568983397386681
1,59.12393707724632,14.608523990744645,1610723471,10.736575960776955
2,59.12386849567255,14.60853805197237,1610723473,2.142228540633905
2,59.12386849567255,14.60853805197237,1610723475,2.142228540633905
2,59.12386880689467,14.60853823179192,1610723476,3.2082682089057575
1,59.12385212690621,14.608414774582657,1610723477,26.969059476747564
2,59.12386849780723,14.608539306044799,1610723477,3.2082682089057575
2,59.1238684978072,14.60853930604478,1610723478,3.2082682089057575
1,59.12385212685777,14.60841477461565,1610723478,26.969059476747564
1,59.12381983486071,14.608469870637924,1610723479,26.969059476747564
1,59.123819701408756,14.60847034854463,1610723482,26.969059476747564
1,59.123903801855874,14.608416607371932,1610723484,15.165816645291567
2,59.123871758775834,14.608551154395709,1610723486,4.827671340794243
2,59.12390668396871,14.608596097063087,1610723502,4.795852317561527
2,59.123873824175355,14.608547833654525,1610723503,3.910915280184665
2,59.12387383785837,14.60854769523375,1610723504,3.650143059992706
2,59.123873838593205,14.608547798434806,1610723505,4.27430787717761
1,59.12387402697758,14.608459246187387,1610723516,13.51654831268048
1,59.12389246490332,14.608465066174288,1610723517,10.736575960776955
1,59.12388630805555,14.608577958427723,1610723518,6.0376203537901585
1,59.12388674198245,14.608578042389347,1610723520,5.381034804410875
1,59.123886741984606,14.60857804238903,1610723521,5.381034804410875
1,59.12388674197942,14.608578042390253,1610723522,5.381034804410875
1,59.12388680244371,14.608578053729032,1610723523,3.809480905407003
1,59.123879377473536,14.608512003664153,1610723525,2.403619955923605
1,59.12387701393724,14.608510185155346,1610723527,4.27430787717761
